time,count,speed
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
2024-02-23T22:04:59.000+01:00,60,71
